run_index,left_shoulder,right_shoulder,left_upper_arm,right_upper_arm,left_elbow,right_elbow,left_knee,right_knee,left_foot,right_foot,head,torso,left_hand,right_hand
0,0.21647906195344935,0.21655024115029398,0.2075377680369304,0.2076271663603623,0.13990437766595987,0.14001054792094017,0.024649139207595303,0.024688949568755378,0.07790676409505362,0.07772790894157525,0.24219090305771543,0.1468142351314636,0.13990437766595987,0.14001054792094017
